freq,unit,landuse,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LUA,UKK3	2.7 	3.4 	3.6 	3.9 
A,CVA,LUA,UKK4	2.1 	2.7 	2.8 	2.3 
A,CVA,LUA,UKL	1.4 	2 	2 	2.2 
A,CVA,LUA,UKL1	1.8 	2.7 	2.6 	2.9 
A,CVA,LUA,UKL2	2.2 	3.2 	3.4 	3.5 
A,CVA,LUA,UKM	0.8 	1.6 	1.7 	3.2 
A,CVA,LUA,UKM2	1.7 	2.5 	2.6 	: 
A,CVA,LUA,UKM3	2.3 	3.2 	3.4 	: 
A,CVA,LUA,UKM5	2.4 	4.2 	4 	4.3 
A,CVA,LUA,UKM6	1.1 	3 	3.7 	8.7 
A,CVA,LUA,UKM7	: 	: 	: 	5 
A,CVA,LUA,UKM8	: 	: 	: 	13.4 
A,CVA,LUA,UKM9	: 	: 	: 	3.4 
A,CVA,LUA,UKN	1.5 	2.1 	2 	3.1 
A,CVA,LUA,UKN0	1.5 	2.1 	2 	3.1 
A,CVA,LUB,AT	1 	1.2 	1.1 	2.9 
A,CVA,LUB,AT1	2.4 	2.3 	2.1 	2 
A,CVA,LUB,AT11	5.8 	5.7 	5.7 	3.7 
A,CVA,LUB,AT12	2.6 	2.5 	2.3 	2.2 
A,CVA,LUB,AT13	61.3 	58.9 	47.2 	9.8 
A,CVA,LUB,AT2	1.3 	1.7 	1.5 	2.2 
A,CVA,LUB,AT21	2.1 	2.5 	2.3 	3.2 
A,CVA,LUB,AT22	1.7 	2.2 	2 	3 
A,CVA,LUB,AT3	1.6 	2.3 	2.1 	7.7 
A,CVA,LUB,AT31	3.2 	3.4 	3.2 	3.3 
A,CVA,LUB,AT32	3 	4.2 	3.7 	6.1 
A,CVA,LUB,AT33	2.1 	4.7 	4.2 	24.3 
A,CVA,LUB,AT34	6.1 	9 	8.5 	10.5 
A,CVA,LUB,BE	3.4 	2.9 	3 	2.2 
A,CVA,LUB,BE1	87.6 	77.5 	68.6 	: 
A,CVA,LUB,BE10	87.6 	77.5 	68.6 	: 
A,CVA,LUB,BE2	10 	7.3 	7.1 	6 
A,CVA,LUB,BE21	16.7 	11.5 	13.6 	11.1 
A,CVA,LUB,BE22	20.9 	16.5 	12 	11.8 
A,CVA,LUB,BE23	38.8 	18.8 	19 	18.9 
A,CVA,LUB,BE24	16.2 	12.9 	14.4 	10.3 
A,CVA,LUB,BE25	46 	53.5 	43.7 	27.6 
A,CVA,LUB,BE3	3.1 	3 	3 	2.2 
A,CVA,LUB,BE31	43.7 	27.9 	24.5 	32 
A,CVA,LUB,BE32	13.9 	14.9 	14.8 	9.1 
A,CVA,LUB,BE33	7.9 	7 	6.4 	5.8 
A,CVA,LUB,BE34	3.6 	3.6 	3.5 	2.5 
A,CVA,LUB,BE35	5.6 	5.7 	6.1 	4.9 
A,CVA,LUB,BG	: 	1.1 	1.1 	1.3 
A,CVA,LUB,BG3	: 	1.7 	1.6 	1.7 
A,CVA,LUB,BG31	: 	3.5 	3.2 	3.6 
A,CVA,LUB,BG32	: 	3.8 	3.7 	3.7 
A,CVA,LUB,BG33	: 	3.9 	3.6 	5.2 
A,CVA,LUB,BG34	: 	2.7 	2.7 	2.4 
A,CVA,LUB,BG4	: 	1.5 	1.4 	1.9 
A,CVA,LUB,BG41	: 	2.1 	1.9 	2.9 
A,CVA,LUB,BG42	: 	2.1 	2 	2.5 
A,CVA,LUB,CY	: 	7.9 	5.8 	7.5 
A,CVA,LUB,CY0	: 	7.9 	5.8 	7.5 
A,CVA,LUB,CY00	: 	7.9 	5.8 	7.5 
A,CVA,LUB,CZ	1.2 	1.2 	1.3 	2 
A,CVA,LUB,CZ0	1.2 	1.2 	1.3 	2 
A,CVA,LUB,CZ01	36.2 	31.6 	33.8 	37.4 
A,CVA,LUB,CZ02	4 	3.6 	3.9 	6.5 
A,CVA,LUB,CZ03	2.3 	2.4 	2.5 	5.1 
A,CVA,LUB,CZ04	3.4 	3.5 	3.6 	7.1 
A,CVA,LUB,CZ05	3.2 	3.3 	3.3 	6.4 
A,CVA,LUB,CZ06	3.4 	3.3 	3.3 	5.4 
A,CVA,LUB,CZ07	3.4 	3.2 	3.2 	6.2 
A,CVA,LUB,CZ08	4 	4 	4.1 	8.5 
A,CVA,LUB,DE	0.7 	0.7 	0.7 	0.9 
A,CVA,LUB,DE1	1.8 	1.8 	1.9 	2.3 
A,CVA,LUB,DE11	3.6 	3.7 	3.7 	5.9 
A,CVA,LUB,DE12	3.9 	3.8 	3.8 	1.8 
A,CVA,LUB,DE13	3.1 	3.2 	3.5 	5.2 
A,CVA,LUB,DE14	4 	4.2 	4.1 	3.1 
A,CVA,LUB,DE2	1.3 	1.4 	1.5 	1.5 
A,CVA,LUB,DE21	2.6 	2.8 	2.8 	3.1 
A,CVA,LUB,DE22	3.9 	4.2 	4.5 	3.2 
A,CVA,LUB,DE23	3.4 	3.5 	3.7 	3.8 
A,CVA,LUB,DE24	3.8 	4.1 	4.4 	3.2 
A,CVA,LUB,DE25	4.6 	4.6 	4.6 	6.7 
A,CVA,LUB,DE26	3.3 	3.3 	3.7 	3.2 
A,CVA,LUB,DE27	4.1 	4.5 	4.9 	6.2 
A,CVA,LUB,DE3	22 	24 	20.9 	12.9 
A,CVA,LUB,DE30	22 	24 	20.9 	12.9 
A,CVA,LUB,DE4	2.2 	1.9 	2 	2.7 
A,CVA,LUB,DE40	2.2 	1.9 	2 	2.7 
A,CVA,LUB,DE5	: 	: 	0 	96.5 
A,CVA,LUB,DE50	: 	: 	0 	96.5 
A,CVA,LUB,DE6	44 	62.4 	54.5 	41.9 
A,CVA,LUB,DE60	44 	62.4 	54.5 	41.9 
A,CVA,LUB,DE7	2.3 	2.1 	2.2 	2 
A,CVA,LUB,DE71	4.2 	3.8 	3.6 	3.2 
A,CVA,LUB,DE72	4.4 	4.1 	4.3 	3.5 
A,CVA,LUB,DE73	3.4 	3.4 	3.7 	3.5 
A,CVA,LUB,DE8	3.4 	3.4 	3.2 	9.1 
A,CVA,LUB,DE80	3.4 	3.4 	3.2 	9.1 
A,CVA,LUB,DE9	2.4 	2.4 	2.3 	3.1 
A,CVA,LUB,DE91	3.7 	4.3 	4.2 	7.1 
A,CVA,LUB,DE92	5.3 	5.4 	5.4 	5.2 
A,CVA,LUB,DE93	3.9 	3.8 	3.7 	5.1 
A,CVA,LUB,DE94	7.1 	6.9 	6.3 	7 
A,CVA,LUB,DEA	3 	3 	3.1 	2.8 
A,CVA,LUB,DEA1	10.7 	10.7 	11.2 	6.8 
A,CVA,LUB,DEA2	5.9 	5.8 	6.1 	4.7 
A,CVA,LUB,DEA3	10.1 	9 	9.7 	9.1 
A,CVA,LUB,DEA4	7.5 	7.2 	7.2 	5.3 
A,CVA,LUB,DEA5	4.3 	4.7 	4.6 	5.4 
A,CVA,LUB,DEB	2.4 	2.4 	2.5 	3.1 
A,CVA,LUB,DEB1	3.6 	3.7 	4 	5.2 
A,CVA,LUB,DEB2	4.6 	4.3 	4.5 	7.1 
A,CVA,LUB,DEB3	4.3 	4.3 	4.6 	3.7 
A,CVA,LUB,DEC	7.4 	7.3 	8.1 	6.8 
A,CVA,LUB,DEC0	7.4 	7.3 	8.1 	6.8 
A,CVA,LUB,DED	3.5 	3.4 	3.4 	3.1 
A,CVA,LUB,DED2	4.9 	4.7 	4.9 	4.9 
A,CVA,LUB,DED4	5.3 	5.4 	4.9 	4.2 
A,CVA,LUB,DED5	11.2 	10 	10.3 	10.5 
A,CVA,LUB,DEE	3.8 	3.3 	3.3 	2.9 
A,CVA,LUB,DEE0	3.8 	3.3 	3.3 	2.9 
A,CVA,LUB,DEF	7.8 	7.8 	7.1 	8.1 
A,CVA,LUB,DEF0	7.8 	7.8 	7.1 	8.1 
A,CVA,LUB,DEG	2.9 	3 	3 	4.6 
A,CVA,LUB,DEG0	2.9 	3 	3 	4.6 
A,CVA,LUB,DK	4 	3.8 	4 	4 
A,CVA,LUB,DK0	4 	3.8 	4 	4 
A,CVA,LUB,DK01	21.7 	15.3 	16.3 	15.1 
A,CVA,LUB,DK02	10.2 	10.1 	10.2 	7.3 
A,CVA,LUB,DK03	7.9 	7.8 	7.9 	7.8 
A,CVA,LUB,DK04	6.2 	6.4 	6.7 	8.1 
A,CVA,LUB,DK05	10.6 	8.8 	10.6 	9.4 
A,CVA,LUB,EE	1.1 	1.3 	1.3 	1.5 
A,CVA,LUB,EE0	1.1 	1.3 	1.3 	1.5 
A,CVA,LUB,EE00	1.1 	1.3 	1.3 	1.5 
A,CVA,LUB,EL	1 	1.5 	1.5 	1.5 
A,CVA,LUB,EL3	7.8 	12.4 	17.7 	10.7 
A,CVA,LUB,EL30	7.8 	12.4 	17.7 	10.7 
A,CVA,LUB,EL4	5.9 	8.1 	8.8 	8 
A,CVA,LUB,EL41	6.9 	12.3 	12.8 	9.4 
A,CVA,LUB,EL42	18.6 	16.6 	18.6 	20.4 
A,CVA,LUB,EL43	9.7 	13.5 	15.5 	15.4 
A,CVA,LUB,EL5	1.3 	1.7 	1.8 	1.9 
A,CVA,LUB,EL51	2.5 	2.8 	2.8 	3.5 
A,CVA,LUB,EL52	2.6 	3.3 	3.6 	3.4 
A,CVA,LUB,EL53	2.9 	3.6 	3.5 	4.4 
A,CVA,LUB,EL54	2.3 	4.2 	4.5 	4.6 
A,CVA,LUB,EL6	1.6 	2.6 	2.7 	2.6 
A,CVA,LUB,EL61	3.5 	5.4 	5.1 	4.9 
A,CVA,LUB,EL62	12.3 	19 	20.4 	12.8 
A,CVA,LUB,EL63	3.3 	6.4 	6.2 	4.8 
A,CVA,LUB,EL64	2.7 	4.1 	4.4 	4.8 
A,CVA,LUB,EL65	3.4 	5.6 	6.6 	7.7 
A,CVA,LUB,ES	0.7 	0.7 	0.7 	2 
A,CVA,LUB,ES1	1.3 	1.7 	1.8 	3.9 
A,CVA,LUB,ES11	1.6 	2.2 	2.1 	5.1 
A,CVA,LUB,ES12	2.7 	3.3 	3.8 	6 
A,CVA,LUB,ES13	5.3 	5.7 	6 	8.3 
A,CVA,LUB,ES2	1.4 	2 	2 	3.5 
A,CVA,LUB,ES21	3 	3 	3 	4 
A,CVA,LUB,ES22	3.5 	3.8 	3.9 	3.7 
A,CVA,LUB,ES23	5.8 	7.4 	7.6 	11 
A,CVA,LUB,ES24	1.8 	3 	3.1 	6.7 
A,CVA,LUB,ES3	12.8 	11.1 	9.4 	9.5 
A,CVA,LUB,ES30	12.8 	11.1 	9.4 	9.5 
A,CVA,LUB,ES4	1.2 	1 	1 	3 
A,CVA,LUB,ES41	1.5 	1.5 	1.5 	4.4 
A,CVA,LUB,ES42	2.1 	1.9 	1.9 	5.4 
A,CVA,LUB,ES43	4.8 	2.1 	2.2 	6.2 
A,CVA,LUB,ES5	1.8 	2.7 	2.7 	2.6 
A,CVA,LUB,ES51	1.8 	2.9 	2.9 	3.1 
A,CVA,LUB,ES52	4.6 	5.8 	6.2 	4.8 
A,CVA,LUB,ES53	7.8 	28.2 	22.8 	18.5 
A,CVA,LUB,ES6	1.8 	1.5 	1.6 	7.5 
A,CVA,LUB,ES61	1.9 	1.5 	1.6 	8.1 
A,CVA,LUB,ES62	6.8 	6.5 	7.1 	6.4 
A,CVA,LUB,EU27_2007	: 	0.2 	0.2 	0.3 
A,CVA,LUB,EU27_2020	: 	: 	0.2 	0.3 
A,CVA,LUB,EU28	: 	: 	0.2 	0.3 
A,CVA,LUB,EU_V	0.2 	0.2 	0.2 	0.3 
A,CVA,LUB,FI	0.3 	0.5 	0.5 	1.7 
A,CVA,LUB,FI1	0.3 	0.5 	0.5 	1.7 
A,CVA,LUB,FI19	0.8 	1 	0.9 	0.9 
A,CVA,LUB,FI1B	2.6 	2.9 	3.1 	1.6 
A,CVA,LUB,FI1C	1.2 	1.5 	1.4 	1.1 
A,CVA,LUB,FI1D	0.3 	0.6 	0.7 	2.5 
A,CVA,LUB,FI2	2.2 	7.5 	9.5 	4 
A,CVA,LUB,FI20	2.2 	7.5 	9.5 	4 
A,CVA,LUB,FR	0.6 	0.6 	0.7 	1.1 
A,CVA,LUB,FR1	5.5 	4.9 	5.4 	7.4 
A,CVA,LUB,FR10	5.5 	4.9 	5.4 	7.4 
A,CVA,LUB,FR2	1.3 	1.3 	1.3 	: 
A,CVA,LUB,FR21	2.6 	2.5 	2.6 	: 
A,CVA,LUB,FR22	4.2 	4.1 	4.5 	: 
A,CVA,LUB,FR23	5.5 	5.3 	5.2 	: 
A,CVA,LUB,FR24	2.5 	2.5 	2.6 	: 
A,CVA,LUB,FR25	7.7 	6.7 	6.8 	: 
A,CVA,LUB,FR26	2.2 	2.1 	2.3 	: 
A,CVA,LUB,FR3	9.2 	8.8 	8.8 	: 
A,CVA,LUB,FR30	9.2 	8.8 	8.8 	: 
A,CVA,LUB,FR4	1.5 	1.5 	1.6 	: 
A,CVA,LUB,FR41	2.2 	2.2 	2.4 	: 
A,CVA,LUB,FR42	4.1 	4.1 	4 	: 
A,CVA,LUB,FR43	2.4 	2.3 	2.4 	: 
A,CVA,LUB,FR5	2.9 	2.7 	2.8 	: 
A,CVA,LUB,FR51	4.9 	5 	5.2 	: 
A,CVA,LUB,FR52	5.3 	4.6 	4.7 	: 
A,CVA,LUB,FR53	4.7 	4.4 	4.5 	: 
A,CVA,LUB,FR6	1.1 	1.2 	1.3 	: 
A,CVA,LUB,FR61	1.5 	1.5 	1.5 	: 
A,CVA,LUB,FR62	1.9 	2.1 	2.4 	: 
A,CVA,LUB,FR63	3.2 	3.5 	3.9 	: 
A,CVA,LUB,FR7	1.4 	1.5 	1.7 	: 
A,CVA,LUB,FR71	1.5 	1.9 	2 	: 
A,CVA,LUB,FR72	2.8 	2.6 	2.9 	: 
A,CVA,LUB,FR8	1.2 	1.8 	2.2 	: 
A,CVA,LUB,FR81	2 	2.6 	3.1 	: 
A,CVA,LUB,FR82	1.6 	2.6 	3 	: 
A,CVA,LUB,FR83	3.8 	6.8 	14.1 	: 
A,CVA,LUB,FRB	: 	: 	: 	3.1 
A,CVA,LUB,FRB0	: 	: 	: 	3.1 
A,CVA,LUB,FRC	: 	: 	: 	2.4 
A,CVA,LUB,FRC1	: 	: 	: 	2.8 
A,CVA,LUB,FRC2	: 	: 	: 	4.4 
A,CVA,LUB,FRD	: 	: 	: 	3.3 
A,CVA,LUB,FRD1	: 	: 	: 	5.1 
A,CVA,LUB,FRD2	: 	: 	: 	4.4 
A,CVA,LUB,FRE	: 	: 	: 	3.5 
A,CVA,LUB,FRE1	: 	: 	: 	9.5 
A,CVA,LUB,FRE2	: 	: 	: 	3.1 
A,CVA,LUB,FRF	: 	: 	: 	2.1 
A,CVA,LUB,FRF1	: 	: 	: 	2.4 
A,CVA,LUB,FRF2	: 	: 	: 	4.1 
A,CVA,LUB,FRF3	: 	: 	: 	3 
A,CVA,LUB,FRG	: 	: 	: 	5.1 
A,CVA,LUB,FRG0	: 	: 	: 	5.1 
A,CVA,LUB,FRH	: 	: 	: 	5.5 
A,CVA,LUB,FRH0	: 	: 	: 	5.5 
A,CVA,LUB,FRI	: 	: 	: 	2.3 
A,CVA,LUB,FRI1	: 	: 	: 	1.9 
A,CVA,LUB,FRI2	: 	: 	: 	8.6 
A,CVA,LUB,FRI3	: 	: 	: 	5.7 
A,CVA,LUB,FRJ	: 	: 	: 	3.7 
A,CVA,LUB,FRJ1	: 	: 	: 	4.5 
A,CVA,LUB,FRJ2	: 	: 	: 	5.4 
A,CVA,LUB,FRK	: 	: 	: 	3.7 
A,CVA,LUB,FRK1	: 	: 	: 	2.9 
A,CVA,LUB,FRK2	: 	: 	: 	5.4 
A,CVA,LUB,FRL	: 	: 	: 	6.1 
A,CVA,LUB,FRL0	: 	: 	: 	6.1 
A,CVA,LUB,FRM	: 	: 	: 	9.5 
A,CVA,LUB,FRM0	: 	: 	: 	9.5 
A,CVA,LUB,HR	: 	: 	2.1 	2.2 
A,CVA,LUB,HR0	: 	: 	2.1 	2.2 
A,CVA,LUB,HR03	: 	: 	4.7 	5 
A,CVA,LUB,HR04	: 	: 	1.9 	2.5 
A,CVA,LUB,HU	1.8 	1.9 	1.9 	2.3 
A,CVA,LUB,HU1	6.1 	6.7 	6.9 	4.6 
A,CVA,LUB,HU10	6.1 	6.7 	6.9 	: 
A,CVA,LUB,HU12	: 	: 	: 	4.8 
A,CVA,LUB,HU2	2.4 	2.6 	2.6 	3.6 
A,CVA,LUB,HU21	4.6 	4.5 	5.1 	6.2 
A,CVA,LUB,HU22	4.2 	4.5 	4.3 	8.3 
A,CVA,LUB,HU23	3.7 	4.3 	4.4 	4.9 
A,CVA,LUB,HU3	2.9 	3 	3 	3.6 
A,CVA,LUB,HU31	3.7 	3.8 	3.9 	3.8 
A,CVA,LUB,HU32	6 	6.4 	6.2 	9.1 
A,CVA,LUB,HU33	6 	6.4 	6.1 	7.5 
A,CVA,LUB,IE	4.3 	3.9 	4.2 	4.4 
A,CVA,LUB,IE0	4.3 	3.9 	4.2 	4.4 
A,CVA,LUB,IE01	6 	5.1 	5.4 	: 
A,CVA,LUB,IE02	6.2 	6 	6.7 	: 
A,CVA,LUB,IE04	: 	: 	: 	5.9 
A,CVA,LUB,IE05	: 	: 	: 	7.6 
A,CVA,LUB,IE06	: 	: 	: 	11.8 
A,CVA,LUB,IT	0.9 	0.9 	0.9 	1.7 
A,CVA,LUB,ITC	1.6 	1.8 	2.1 	3.8 
A,CVA,LUB,ITC1	2.4 	3 	3.2 	5.9 
A,CVA,LUB,ITC2	2.9 	7.4 	8.4 	15.4 
A,CVA,LUB,ITC3	3.2 	3.6 	5.9 	6.7 
A,CVA,LUB,ITC4	3.3 	3 	3.3 	6.8 
A,CVA,LUB,ITF	2.2 	1.9 	2.1 	3.4 
A,CVA,LUB,ITF1	2.9 	4 	4.1 	7.3 
A,CVA,LUB,ITF2	8.5 	5.2 	10.9 	16.5 
A,CVA,LUB,ITF3	5.1 	4 	4.1 	6 
A,CVA,LUB,ITF4	14.3 	9 	9.7 	25.6 
A,CVA,LUB,ITF5	5 	4.3 	4.5 	8 
A,CVA,LUB,ITF6	4 	4 	4.4 	5.1 
A,CVA,LUB,ITG	3.8 	3.6 	3.8 	5.8 
A,CVA,LUB,ITG1	8.5 	6.1 	6.6 	8.7 
A,CVA,LUB,ITG2	3.7 	4.4 	4.7 	7.6 
A,CVA,LUB,ITH	1.7 	1.7 	1.8 	3.6 
A,CVA,LUB,ITH1	2.5 	5 	4.4 	13.4 
A,CVA,LUB,ITH2	2 	3.1 	3.6 	10.1 
A,CVA,LUB,ITH3	4 	4.3 	4.5 	6.1 
A,CVA,LUB,ITH4	3.4 	3.6 	3.9 	5.5 
A,CVA,LUB,ITH5	4.1 	3.3 	3.3 	6.2 
A,CVA,LUB,ITI	1.4 	1.6 	1.6 	3.5 
A,CVA,LUB,ITI1	1.9 	2.3 	2.2 	4.2 
A,CVA,LUB,ITI2	3.2 	3.1 	3.2 	4.9 
A,CVA,LUB,ITI3	4.4 	4.4 	4.2 	12.4 
A,CVA,LUB,ITI4	3.2 	3.5 	3.6 	9.4 
A,CVA,LUB,LT	1.3 	1.4 	1.4 	1.5 
A,CVA,LUB,LT0	1.3 	1.4 	1.4 	1.5 
A,CVA,LUB,LT00	1.3 	1.4 	1.4 	: 
A,CVA,LUB,LT01	: 	: 	: 	2.2 
A,CVA,LUB,LT02	: 	: 	: 	1.8 
A,CVA,LUB,LU	7.3 	6.7 	6.2 	3.7 
A,CVA,LUB,LU0	7.3 	6.7 	6.2 	3.7 
A,CVA,LUB,LU00	7.3 	6.7 	6.2 	3.7 
A,CVA,LUB,LV	0.9 	1 	1 	1.1 
A,CVA,LUB,LV0	0.9 	1 	1 	1.1 
A,CVA,LUB,LV00	0.9 	1 	1 	1.1 
A,CVA,LUB,NL	8 	7.4 	9.4 	4.6 
A,CVA,LUB,NL1	23.1 	22.8 	28.6 	14 
A,CVA,LUB,NL11	80.8 	99.8 	102.7 	26.5 
A,CVA,LUB,NL12	85.4 	63.8 	96.2 	28.4 
A,CVA,LUB,NL13	22.3 	24.8 	31.3 	18 
A,CVA,LUB,NL2	13.2 	11.2 	15.1 	6.9 
A,CVA,LUB,NL21	34.7 	30.2 	37.4 	21.3 
A,CVA,LUB,NL22	15.4 	12.4 	17.1 	7.4 
A,CVA,LUB,NL23	40.7 	45.5 	64.9 	15.1 
A,CVA,LUB,NL3	21.6 	25 	33.1 	13.6 
A,CVA,LUB,NL31	27.9 	35.4 	77.4 	11.9 
A,CVA,LUB,NL32	80.2 	91.9 	: 	26.1 
A,CVA,LUB,NL33	43.8 	41.9 	41.8 	39.7 
A,CVA,LUB,NL34	61.6 	83.5 	86.3 	101.8 
A,CVA,LUB,NL4	12.9 	11.8 	14 	8.2 
A,CVA,LUB,NL41	14.4 	14.3 	16.6 	9.9 
A,CVA,LUB,NL42	28.3 	21 	26.6 	14.8 
A,CVA,LUB,PL	0.7 	0.7 	0.7 	0.7 
A,CVA,LUB,PL1	2.2 	2.1 	2 	: 
A,CVA,LUB,PL11	4 	3.7 	3.7 	: 
A,CVA,LUB,PL12	2.6 	2.5 	2.4 	: 
A,CVA,LUB,PL2	2.4 	2.3 	2.3 	3 
A,CVA,LUB,PL21	3.4 	3.2 	3.1 	5 
A,CVA,LUB,PL22	3.3 	3.4 	3.4 	2.8 
A,CVA,LUB,PL3	1.6 	1.4 	1.4 	: 
A,CVA,LUB,PL31	3.6 	3 	3 	: 
A,CVA,LUB,PL32	2.4 	2.5 	2.5 	: 
A,CVA,LUB,PL33	3.4 	3.6 	3.4 	: 
A,CVA,LUB,PL34	3.1 	2.7 	2.7 	: 
A,CVA,LUB,PL4	1.4 	1.3 	1.3 	1.3 
A,CVA,LUB,PL41	2.7 	2.6 	2.6 	2.1 
A,CVA,LUB,PL42	2.2 	2.1 	2.2 	2.2 
A,CVA,LUB,PL43	2.1 	2.1 	2.1 	2.3 
A,CVA,LUB,PL5	2.6 	2.4 	2.3 	2.5 
A,CVA,LUB,PL51	3.2 	2.9 	2.8 	3.1 
A,CVA,LUB,PL52	4.7 	4.1 	4.2 	4.3 
A,CVA,LUB,PL6	1.7 	1.6 	1.6 	1.6 
A,CVA,LUB,PL61	3.7 	3.5 	3.4 	2.7 
A,CVA,LUB,PL62	2.7 	2.6 	2.5 	3.2 
A,CVA,LUB,PL63	2.5 	2.6 	2.6 	2 
A,CVA,LUB,PL7	: 	: 	: 	2.6 
A,CVA,LUB,PL71	: 	: 	: 	3.6 
A,CVA,LUB,PL72	: 	: 	: 	3.8 
A,CVA,LUB,PL8	: 	: 	: 	1.7 
A,CVA,LUB,PL81	: 	: 	: 	2.8 
A,CVA,LUB,PL82	: 	: 	: 	3.2 
A,CVA,LUB,PL84	: 	: 	: 	2.4 
A,CVA,LUB,PL9	: 	: 	: 	2.6 
A,CVA,LUB,PL91	: 	: 	: 	6.3 
A,CVA,LUB,PL92	: 	: 	: 	2.8 
A,CVA,LUB,PT	1.2 	1.2 	1.2 	2.2 
A,CVA,LUB,PT1	1.2 	1.2 	1.2 	2.2 
A,CVA,LUB,PT11	2.8 	3 	3.3 	6.4 
A,CVA,LUB,PT15	6 	4.8 	5.5 	6.9 
A,CVA,LUB,PT16	1.7 	2 	2 	4 
A,CVA,LUB,PT17	11.9 	9.7 	9 	8.2 
A,CVA,LUB,PT18	2.1 	2 	1.7 	3 
A,CVA,LUB,RO	: 	0.8 	0.7 	1.1 
A,CVA,LUB,RO1	: 	1.3 	1.2 	1.6 
A,CVA,LUB,RO11	: 	2.1 	1.9 	2.2 
A,CVA,LUB,RO12	: 	1.7 	1.5 	2.3 
A,CVA,LUB,RO2	: 	1.6 	1.6 	3.5 
A,CVA,LUB,RO21	: 	1.8 	1.8 	4.6 
A,CVA,LUB,RO22	: 	3.1 	3.1 	4.7 
A,CVA,LUB,RO3	: 	2.6 	2.5 	2.8 
A,CVA,LUB,RO31	: 	2.6 	2.6 	2.9 
A,CVA,LUB,RO32	: 	14.3 	15.2 	6.2 
A,CVA,LUB,RO4	: 	1.3 	1.3 	1.5 
A,CVA,LUB,RO41	: 	2.1 	2.1 	2.1 
A,CVA,LUB,RO42	: 	1.6 	1.6 	2.1 
A,CVA,LUB,SE	0.3 	0.5 	0.5 	2.1 
A,CVA,LUB,SE1	1.2 	1.4 	1.2 	5.8 
A,CVA,LUB,SE11	3.7 	4.2 	3.9 	6.5 
A,CVA,LUB,SE12	1.2 	1.5 	1.3 	6.6 
A,CVA,LUB,SE2	0.9 	1.1 	1 	3.9 
A,CVA,LUB,SE21	1.1 	1.4 	1.2 	4.5 
A,CVA,LUB,SE22	3 	3.4 	3 	3 
A,CVA,LUB,SE23	1.6 	2 	1.7 	9.2 
A,CVA,LUB,SE3	0.3 	0.6 	0.6 	2.6 
A,CVA,LUB,SE31	0.6 	0.9 	0.8 	5.4 
A,CVA,LUB,SE32	0.5 	1 	1 	3.9 
A,CVA,LUB,SE33	0.3 	0.8 	1.1 	3.8 
A,CVA,LUB,SI	2 	2 	1.9 	2.2 
A,CVA,LUB,SI0	2 	2 	1.9 	2.2 
A,CVA,LUB,SI03	2.9 	2.7 	2.6 	2.7 
A,CVA,LUB,SI04	2.6 	2.8 	2.8 	3.9 
A,CVA,LUB,SK	1.3 	1.4 	1.5 	1.3 
A,CVA,LUB,SK0	1.3 	1.4 	1.5 	1.3 
A,CVA,LUB,SK01	11.7 	8.2 	9.8 	12.9 
A,CVA,LUB,SK02	3.3 	3.6 	3.6 	2.3 
A,CVA,LUB,SK03	1.6 	2 	2.2 	2.1 
A,CVA,LUB,SK04	2 	2.4 	2.6 	2 
A,CVA,LUB,UK	2.3 	2.2 	2.5 	3.4 
A,CVA,LUB,UKC	12.8 	13.5 	14.6 	13.8 
A,CVA,LUB,UKC1	46.5 	47.4 	46.4 	43.5 
A,CVA,LUB,UKC2	12.8 	13.9 	15.1 	14.5 
A,CVA,LUB,UKD	16.3 	18.4 	21.2 	19.5 
A,CVA,LUB,UKD1	18.4 	21.3 	25 	23.1 
A,CVA,LUB,UKD4	42.6 	42.4 	56.2 	48.4 
A,CVA,LUB,UKD6	50 	61.6 	56.9 	54.5 
A,CVA,LUB,UKD7	: 	: 	: 	58.9 
A,CVA,LUB,UKE	13.2 	15 	13.2 	14.7 
A,CVA,LUB,UKE1	48 	57.8 	63 	32.8 
A,CVA,LUB,UKE2	15.5 	16 	14 	17.5 
A,CVA,LUB,UKE3	43.8 	95.6 	96.4 	36.2 
A,CVA,LUB,UKE4	41.6 	56.5 	50.7 	97.8 
A,CVA,LUB,UKF	19.2 	21.1 	17.3 	13.2 
A,CVA,LUB,UKF1	39 	35.1 	27.4 	20.2 
A,CVA,LUB,UKF2	31.7 	47.3 	42.7 	23.7 
A,CVA,LUB,UKF3	29.6 	32.6 	25.5 	23.3 
A,CVA,LUB,UKG	16.5 	20.6 	19.1 	12.6 
A,CVA,LUB,UKG1	24.1 	30.7 	31.9 	13.6 
A,CVA,LUB,UKG2	22.5 	27.1 	23.8 	23.4 
A,CVA,LUB,UKH	13.5 	16 	14.3 	12.7 
A,CVA,LUB,UKH1	16 	19.1 	16 	15.7 
A,CVA,LUB,UKH2	26 	28.8 	28.4 	19.2 
A,CVA,LUB,UKH3	58.3 	96.2 	102.4 	40 
A,CVA,LUB,UKI	57.9 	67.6 	63.2 	: 
A,CVA,LUB,UKI5	: 	: 	100.5 	: 
A,CVA,LUB,UKI6	71.8 	63.9 	90.9 	: 
A,CVA,LUB,UKI7	130.6 	: 	: 	: 
A,CVA,LUB,UKJ	6.9 	8.9 	8.4 	7.6 
A,CVA,LUB,UKJ1	16.6 	23.4 	21.2 	13.9 
A,CVA,LUB,UKJ2	11.4 	13.5 	13.5 	12.6 
